FIA_region,ecoregionL3,er3code,forest_type,a_volume,b_volume,forest_area_km2
North_Central,Western Corn Belt Plains,47,Elm_Ash_Cottonwood,155.53,0.05,2080.875
North_Central,Western Corn Belt Plains,47,Elm_Ash_Cottonwood,155.53,0.05,2080.875
North_Central,Western Corn Belt Plains,47,Elm_Ash_Cottonwood,155.53,0.05,2080.875
North_Central,Western Corn Belt Plains,47,Elm_Ash_Cottonwood,155.53,0.05,2080.875
North_Central,Western Corn Belt Plains,47,Elm_Ash_Cottonwood,155.53,0.05,2080.875
North_Central,Central Great Plains,27,Elm_Ash_Cottonwood,155.53,0.05,2009.0625
North_Central,Central Great Plains,27,Elm_Ash_Cottonwood,155.53,0.05,2009.0625
South,Central Great Plains,27,Elm_Ash_Cottonwood,229.1,0.04,2009.0625
South,Central Great Plains,27,Elm_Ash_Cottonwood,229.1,0.04,2009.0625
Northeast,Southeastern Plains,65,Elm_Ash_Cottonwood,193.59,0.04,1679.3125
Northeast,Southeastern Plains,65,Elm_Ash_Cottonwood,193.59,0.04,1679.3125
South,Southeastern Plains,65,Elm_Ash_Cottonwood,229.1,0.04,1679.3125
South,Southeastern Plains,65,Elm_Ash_Cottonwood,229.1,0.04,1679.3125
South,Southeastern Plains,65,Elm_Ash_Cottonwood,229.1,0.04,1679.3125
South,Southeastern Plains,65,Elm_Ash_Cottonwood,229.1,0.04,1679.3125
South,Southeastern Plains,65,Elm_Ash_Cottonwood,229.1,0.04,1679.3125
South,Southeastern Plains,65,Elm_Ash_Cottonwood,229.1,0.04,1679.3125
South,Southeastern Plains,65,Elm_Ash_Cottonwood,229.1,0.04,1679.3125
South,Southeastern Plains,65,Elm_Ash_Cottonwood,229.1,0.04,1679.3125
South,Southeastern Plains,65,Elm_Ash_Cottonwood,229.1,0.04,1679.3125
South,Edwards Plateau,30,Elm_Ash_Cottonwood,229.1,0.04,1673
South,South Central Plains,35,Elm_Ash_Cottonwood,229.1,0.04,1524.75
South,South Central Plains,35,Elm_Ash_Cottonwood,229.1,0.04,1524.75
South,South Central Plains,35,Elm_Ash_Cottonwood,229.1,0.04,1524.75
South,South Central Plains,35,Elm_Ash_Cottonwood,229.1,0.04,1524.75
North_Central,Cross Timbers,29,Elm_Ash_Cottonwood,155.53,0.05,1496.4375
South,Cross Timbers,29,Elm_Ash_Cottonwood,229.1,0.04,1496.4375
South,Cross Timbers,29,Elm_Ash_Cottonwood,229.1,0.04,1496.4375
North_Central,Northern Lakes and Forests,50,Elm_Ash_Cottonwood,155.53,0.05,1456.8125
North_Central,Northern Lakes and Forests,50,Elm_Ash_Cottonwood,155.53,0.05,1456.8125
North_Central,Northern Lakes and Forests,50,Elm_Ash_Cottonwood,155.53,0.05,1456.8125
North_Central,North Central Hardwood Forests,51,Elm_Ash_Cottonwood,155.53,0.05,1355.0625
North_Central,North Central Hardwood Forests,51,Elm_Ash_Cottonwood,155.53,0.05,1355.0625
North_Central,North Central Hardwood Forests,51,Elm_Ash_Cottonwood,155.53,0.05,1355.0625
North_Central,Interior Plateau,71,Elm_Ash_Cottonwood,155.53,0.05,1251.125
North_Central,Interior Plateau,71,Elm_Ash_Cottonwood,155.53,0.05,1251.125
Northeast,Interior Plateau,71,Elm_Ash_Cottonwood,193.59,0.04,1251.125
South,Interior Plateau,71,Elm_Ash_Cottonwood,229.1,0.04,1251.125
South,Interior Plateau,71,Elm_Ash_Cottonwood,229.1,0.04,1251.125
South,Interior Plateau,71,Elm_Ash_Cottonwood,229.1,0.04,1251.125
Northeast,Eastern Great Lakes Lowlands,83,Elm_Ash_Cottonwood,193.59,0.04,1111.625
Northeast,Eastern Great Lakes Lowlands,83,Elm_Ash_Cottonwood,193.59,0.04,1111.625
Northeast,Eastern Great Lakes Lowlands,83,Elm_Ash_Cottonwood,193.59,0.04,1111.625
Northeast,Eastern Great Lakes Lowlands,83,Elm_Ash_Cottonwood,193.59,0.04,1111.625
North_Central,Driftless Area,52,Elm_Ash_Cottonwood,155.53,0.05,714.5625
North_Central,Driftless Area,52,Elm_Ash_Cottonwood,155.53,0.05,714.5625
North_Central,Driftless Area,52,Elm_Ash_Cottonwood,155.53,0.05,714.5625
North_Central,Driftless Area,52,Elm_Ash_Cottonwood,155.53,0.05,714.5625
Northeast,Northeastern Coastal Zone,59,Elm_Ash_Cottonwood,193.59,0.04,710.5625
Northeast,Northeastern Coastal Zone,59,Elm_Ash_Cottonwood,193.59,0.04,710.5625
Northeast,Northeastern Coastal Zone,59,Elm_Ash_Cottonwood,193.59,0.04,710.5625
Northeast,Northeastern Coastal Zone,59,Elm_Ash_Cottonwood,193.59,0.04,710.5625
Northeast,Northeastern Coastal Zone,59,Elm_Ash_Cottonwood,193.59,0.04,710.5625
Northeast,Northeastern Coastal Zone,59,Elm_Ash_Cottonwood,193.59,0.04,710.5625
Northeast,Northeastern Coastal Zone,59,Elm_Ash_Cottonwood,193.59,0.04,710.5625
South,Piedmont,45,Elm_Ash_Cottonwood,229.1,0.04,680.3125
South,Piedmont,45,Elm_Ash_Cottonwood,229.1,0.04,680.3125
South,Piedmont,45,Elm_Ash_Cottonwood,229.1,0.04,680.3125
South,Piedmont,45,Elm_Ash_Cottonwood,229.1,0.04,680.3125
South,Piedmont,45,Elm_Ash_Cottonwood,229.1,0.04,680.3125
North_Central,Southern Michigan/Northern Indiana Drift Plains,56,Elm_Ash_Cottonwood,155.53,0.05,597.625
North_Central,Southern Michigan/Northern Indiana Drift Plains,56,Elm_Ash_Cottonwood,155.53,0.05,597.625
North_Central,Southeastern Wisconsin Till Plains,53,Elm_Ash_Cottonwood,155.53,0.05,452.0625
North_Central,Southeastern Wisconsin Till Plains,53,Elm_Ash_Cottonwood,155.53,0.05,452.0625
North_Central,Mississippi Valley Loess Plains,74,Elm_Ash_Cottonwood,155.53,0.05,416.6875
South,Mississippi Valley Loess Plains,74,Elm_Ash_Cottonwood,229.1,0.04,416.6875
South,Mississippi Valley Loess Plains,74,Elm_Ash_Cottonwood,229.1,0.04,416.6875
South,Mississippi Valley Loess Plains,74,Elm_Ash_Cottonwood,229.1,0.04,416.6875
South,Mississippi Valley Loess Plains,74,Elm_Ash_Cottonwood,229.1,0.04,416.6875
South,Mississippi Valley Loess Plains,74,Elm_Ash_Cottonwood,229.1,0.04,416.6875
North_Central,Eastern Corn Belt Plains,55,Elm_Ash_Cottonwood,155.53,0.05,402.5625
North_Central,Eastern Corn Belt Plains,55,Elm_Ash_Cottonwood,155.53,0.05,402.5625
Northeast,Eastern Corn Belt Plains,55,Elm_Ash_Cottonwood,193.59,0.04,402.5625
Interior_West,High Plains,25,Elm_Ash_Cottonwood,338.75,0.01,385.375
Interior_West,High Plains,25,Elm_Ash_Cottonwood,338.75,0.01,385.375
Interior_West,High Plains,25,Elm_Ash_Cottonwood,338.75,0.01,385.375
North_Central,High Plains,25,Elm_Ash_Cottonwood,155.53,0.05,385.375
North_Central,High Plains,25,Elm_Ash_Cottonwood,155.53,0.05,385.375
North_Central,High Plains,25,Elm_Ash_Cottonwood,155.53,0.05,385.375
South,High Plains,25,Elm_Ash_Cottonwood,229.1,0.04,385.375
South,High Plains,25,Elm_Ash_Cottonwood,229.1,0.04,385.375
Northeast,Western Allegheny Plateau,70,Elm_Ash_Cottonwood,193.59,0.04,365
Northeast,Western Allegheny Plateau,70,Elm_Ash_Cottonwood,193.59,0.04,365
South,Western Allegheny Plateau,70,Elm_Ash_Cottonwood,229.1,0.04,365
South,Western Allegheny Plateau,70,Elm_Ash_Cottonwood,229.1,0.04,365
South,Texas Blackland Prairies,32,Elm_Ash_Cottonwood,229.1,0.04,348.8125
North_Central,Flint Hills,28,Elm_Ash_Cottonwood,155.53,0.05,318.875
South,Flint Hills,28,Elm_Ash_Cottonwood,229.1,0.04,318.875
North_Central,Central Corn Belt Plains,54,Elm_Ash_Cottonwood,155.53,0.05,308.125
North_Central,Central Corn Belt Plains,54,Elm_Ash_Cottonwood,155.53,0.05,308.125
North_Central,Central Corn Belt Plains,54,Elm_Ash_Cottonwood,155.53,0.05,308.125
South,Western Gulf Coastal Plain,34,Elm_Ash_Cottonwood,229.1,0.04,279.125
South,Western Gulf Coastal Plain,34,Elm_Ash_Cottonwood,229.1,0.04,279.125
South,Southern Texas Plains,31,Elm_Ash_Cottonwood,229.1,0.04,251.0625
Northeast,Ridge and Valley,67,Elm_Ash_Cottonwood,193.59,0.04,225.625
Northeast,Ridge and Valley,67,Elm_Ash_Cottonwood,193.59,0.04,225.625
Northeast,Ridge and Valley,67,Elm_Ash_Cottonwood,193.59,0.04,225.625
Northeast,Ridge and Valley,67,Elm_Ash_Cottonwood,193.59,0.04,225.625
South,Ridge and Valley,67,Elm_Ash_Cottonwood,229.1,0.04,225.625
South,Ridge and Valley,67,Elm_Ash_Cottonwood,229.1,0.04,225.625
South,Ridge and Valley,67,Elm_Ash_Cottonwood,229.1,0.04,225.625
South,Ridge and Valley,67,Elm_Ash_Cottonwood,229.1,0.04,225.625
South,Ridge and Valley,67,Elm_Ash_Cottonwood,229.1,0.04,225.625
Northeast,Northern Allegheny Plateau,60,Elm_Ash_Cottonwood,193.59,0.04,223.125
Northeast,Northern Allegheny Plateau,60,Elm_Ash_Cottonwood,193.59,0.04,223.125
Northeast,Middle Atlantic Coastal Plain,63,Elm_Ash_Cottonwood,193.59,0.04,223.0625
Northeast,Middle Atlantic Coastal Plain,63,Elm_Ash_Cottonwood,193.59,0.04,223.0625
Northeast,Middle Atlantic Coastal Plain,63,Elm_Ash_Cottonwood,193.59,0.04,223.0625
Northeast,Middle Atlantic Coastal Plain,63,Elm_Ash_Cottonwood,193.59,0.04,223.0625
South,Middle Atlantic Coastal Plain,63,Elm_Ash_Cottonwood,229.1,0.04,223.0625
South,Middle Atlantic Coastal Plain,63,Elm_Ash_Cottonwood,229.1,0.04,223.0625
South,Middle Atlantic Coastal Plain,63,Elm_Ash_Cottonwood,229.1,0.04,223.0625
Northeast,Erie Drift Plain,61,Elm_Ash_Cottonwood,193.59,0.04,212.5625
Northeast,Erie Drift Plain,61,Elm_Ash_Cottonwood,193.59,0.04,212.5625
Northeast,Erie Drift Plain,61,Elm_Ash_Cottonwood,193.59,0.04,212.5625
North_Central,Ozark Highlands,39,Elm_Ash_Cottonwood,155.53,0.05,184.5625
North_Central,Ozark Highlands,39,Elm_Ash_Cottonwood,155.53,0.05,184.5625
South,Ozark Highlands,39,Elm_Ash_Cottonwood,229.1,0.04,184.5625
South,Ozark Highlands,39,Elm_Ash_Cottonwood,229.1,0.04,184.5625
South,Arkansas Valley,37,Elm_Ash_Cottonwood,229.1,0.04,183.6875
South,Arkansas Valley,37,Elm_Ash_Cottonwood,229.1,0.04,183.6875
Interior_West,Columbia Plateau,10,Elm_Ash_Cottonwood,338.75,0.01,183.5625
Pacific_Northwest,Columbia Plateau,10,Elm_Ash_Cottonwood,450.7,0.04,183.5625
Pacific_Northwest,Columbia Plateau,10,Elm_Ash_Cottonwood,450.7,0.04,183.5625
Interior_West,Northwestern Great Plains,43,Elm_Ash_Cottonwood,338.75,0.01,182.5
Interior_West,Northwestern Great Plains,43,Elm_Ash_Cottonwood,338.75,0.01,182.5
North_Central,Northwestern Great Plains,43,Elm_Ash_Cottonwood,155.53,0.05,182.5
North_Central,Northwestern Great Plains,43,Elm_Ash_Cottonwood,155.53,0.05,182.5
North_Central,Northwestern Great Plains,43,Elm_Ash_Cottonwood,155.53,0.05,182.5
Northeast,Northeastern Highlands,58,Elm_Ash_Cottonwood,193.59,0.04,173.5625
Northeast,Northeastern Highlands,58,Elm_Ash_Cottonwood,193.59,0.04,173.5625
Northeast,Northeastern Highlands,58,Elm_Ash_Cottonwood,193.59,0.04,173.5625
Northeast,Northeastern Highlands,58,Elm_Ash_Cottonwood,193.59,0.04,173.5625
Northeast,Northeastern Highlands,58,Elm_Ash_Cottonwood,193.59,0.04,173.5625
Northeast,Northeastern Highlands,58,Elm_Ash_Cottonwood,193.59,0.04,173.5625
Northeast,Northeastern Highlands,58,Elm_Ash_Cottonwood,193.59,0.04,173.5625
Northeast,Northeastern Highlands,58,Elm_Ash_Cottonwood,193.59,0.04,173.5625
Interior_West,Northwestern Glaciated Plains,42,Elm_Ash_Cottonwood,338.75,0.01,141.3125
North_Central,Northwestern Glaciated Plains,42,Elm_Ash_Cottonwood,155.53,0.05,141.3125
North_Central,Northwestern Glaciated Plains,42,Elm_Ash_Cottonwood,155.53,0.05,141.3125
North_Central,Northwestern Glaciated Plains,42,Elm_Ash_Cottonwood,155.53,0.05,141.3125
South,Southern Coastal Plain,75,Elm_Ash_Cottonwood,229.1,0.04,130.625
South,Southern Coastal Plain,75,Elm_Ash_Cottonwood,229.1,0.04,130.625
South,Southern Coastal Plain,75,Elm_Ash_Cottonwood,229.1,0.04,130.625
South,Southern Coastal Plain,75,Elm_Ash_Cottonwood,229.1,0.04,130.625
South,Southern Coastal Plain,75,Elm_Ash_Cottonwood,229.1,0.04,130.625
South,Southern Coastal Plain,75,Elm_Ash_Cottonwood,229.1,0.04,130.625
North_Central,Northern Minnesota Wetlands,49,Elm_Ash_Cottonwood,155.53,0.05,125.875
South,Ouachita Mountains,36,Elm_Ash_Cottonwood,229.1,0.04,121.4375
South,Ouachita Mountains,36,Elm_Ash_Cottonwood,229.1,0.04,121.4375
Interior_West,Southwestern Tablelands,26,Elm_Ash_Cottonwood,338.75,0.01,103.5625
Interior_West,Southwestern Tablelands,26,Elm_Ash_Cottonwood,338.75,0.01,103.5625
North_Central,Southwestern Tablelands,26,Elm_Ash_Cottonwood,155.53,0.05,103.5625
South,Southwestern Tablelands,26,Elm_Ash_Cottonwood,229.1,0.04,103.5625
South,Southwestern Tablelands,26,Elm_Ash_Cottonwood,229.1,0.04,103.5625
Northeast,Northern Piedmont,64,Elm_Ash_Cottonwood,193.59,0.04,84.875
Northeast,Northern Piedmont,64,Elm_Ash_Cottonwood,193.59,0.04,84.875
Northeast,Northern Piedmont,64,Elm_Ash_Cottonwood,193.59,0.04,84.875
Northeast,Northern Piedmont,64,Elm_Ash_Cottonwood,193.59,0.04,84.875
Northeast,Northern Piedmont,64,Elm_Ash_Cottonwood,193.59,0.04,84.875
South,Northern Piedmont,64,Elm_Ash_Cottonwood,229.1,0.04,84.875
Northeast,Atlantic Coastal Pine Barrens,84,Elm_Ash_Cottonwood,193.59,0.04,78.25
Northeast,Atlantic Coastal Pine Barrens,84,Elm_Ash_Cottonwood,193.59,0.04,78.25
Northeast,Atlantic Coastal Pine Barrens,84,Elm_Ash_Cottonwood,193.59,0.04,78.25
Northeast,North Central Appalachians,62,Elm_Ash_Cottonwood,193.59,0.04,59.3125
Northeast,North Central Appalachians,62,Elm_Ash_Cottonwood,193.59,0.04,59.3125
Interior_West,Canadian Rockies,41,Elm_Ash_Cottonwood,338.75,0.01,48.8125
North_Central,Nebraska Sand Hills,44,Elm_Ash_Cottonwood,155.53,0.05,44.25
North_Central,Nebraska Sand Hills,44,Elm_Ash_Cottonwood,155.53,0.05,44.25
Northeast,Acadian Plains and Hills,82,Elm_Ash_Cottonwood,193.59,0.04,44.0625
North_Central,Northern Glaciated Plains,46,Elm_Ash_Cottonwood,155.53,0.05,42.1875
North_Central,Northern Glaciated Plains,46,Elm_Ash_Cottonwood,155.53,0.05,42.1875
North_Central,Northern Glaciated Plains,46,Elm_Ash_Cottonwood,155.53,0.05,42.1875
Pacific_Northwest,Puget Lowland,2,Elm_Ash_Cottonwood,450.7,0.04,41.125
Interior_West,Southern Rockies,21,Elm_Ash_Cottonwood,338.75,0.01,37.9375
Interior_West,Southern Rockies,21,Elm_Ash_Cottonwood,338.75,0.01,37.9375
Interior_West,Southern Rockies,21,Elm_Ash_Cottonwood,338.75,0.01,37.9375
Interior_West,Southern Rockies,21,Elm_Ash_Cottonwood,338.75,0.01,37.9375
North_Central,Lake Agassiz Plain,48,Elm_Ash_Cottonwood,155.53,0.05,37.5625
North_Central,Lake Agassiz Plain,48,Elm_Ash_Cottonwood,155.53,0.05,37.5625
South,Southwestern Appalachians,68,Elm_Ash_Cottonwood,229.1,0.04,36.125
South,Southwestern Appalachians,68,Elm_Ash_Cottonwood,229.1,0.04,36.125
South,Southwestern Appalachians,68,Elm_Ash_Cottonwood,229.1,0.04,36.125
South,Southwestern Appalachians,68,Elm_Ash_Cottonwood,229.1,0.04,36.125
Northeast,Central Appalachians,69,Elm_Ash_Cottonwood,193.59,0.04,28.625
Northeast,Central Appalachians,69,Elm_Ash_Cottonwood,193.59,0.04,28.625
South,Central Appalachians,69,Elm_Ash_Cottonwood,229.1,0.04,28.625
South,Central Appalachians,69,Elm_Ash_Cottonwood,229.1,0.04,28.625
South,Central Appalachians,69,Elm_Ash_Cottonwood,229.1,0.04,28.625
South,Central Appalachians,69,Elm_Ash_Cottonwood,229.1,0.04,28.625
Interior_West,Northern Rockies,15,Elm_Ash_Cottonwood,338.75,0.01,23.1875
Interior_West,Northern Rockies,15,Elm_Ash_Cottonwood,338.75,0.01,23.1875
Pacific_Northwest,Northern Rockies,15,Elm_Ash_Cottonwood,450.7,0.04,23.1875
Pacific_Northwest,Willamette Valley,3,Elm_Ash_Cottonwood,450.7,0.04,19.375
Pacific_Northwest,Willamette Valley,3,Elm_Ash_Cottonwood,450.7,0.04,19.375
Interior_West,Middle Rockies,17,Elm_Ash_Cottonwood,338.75,0.01,17
Interior_West,Middle Rockies,17,Elm_Ash_Cottonwood,338.75,0.01,17
Interior_West,Middle Rockies,17,Elm_Ash_Cottonwood,338.75,0.01,17
North_Central,Middle Rockies,17,Elm_Ash_Cottonwood,155.53,0.05,17
South,Southern Florida Coastal Plain,76,Elm_Ash_Cottonwood,229.1,0.04,16.5625
Interior_West,Snake River Plain,12,Elm_Ash_Cottonwood,338.75,0.01,14
Interior_West,Snake River Plain,12,Elm_Ash_Cottonwood,338.75,0.01,14
Pacific_Northwest,Snake River Plain,12,Elm_Ash_Cottonwood,450.7,0.04,14
North_Central,Huron/Erie Lake Plains,57,Elm_Ash_Cottonwood,155.53,0.05,11.875
North_Central,Huron/Erie Lake Plains,57,Elm_Ash_Cottonwood,155.53,0.05,11.875
Northeast,Huron/Erie Lake Plains,57,Elm_Ash_Cottonwood,193.59,0.04,11.875
Interior_West,Arizona/New Mexico Mountains,23,Elm_Ash_Cottonwood,338.75,0.01,5
Interior_West,Arizona/New Mexico Mountains,23,Elm_Ash_Cottonwood,338.75,0.01,5
South,Arizona/New Mexico Mountains,23,Elm_Ash_Cottonwood,229.1,0.04,5
Pacific_Northwest,North Cascades,77,Elm_Ash_Cottonwood,450.7,0.04,4.6875
Interior_West,Wyoming Basin,18,Elm_Ash_Cottonwood,338.75,0.01,4.375
Interior_West,Wyoming Basin,18,Elm_Ash_Cottonwood,338.75,0.01,4.375
Interior_West,Wyoming Basin,18,Elm_Ash_Cottonwood,338.75,0.01,4.375
Interior_West,Wyoming Basin,18,Elm_Ash_Cottonwood,338.75,0.01,4.375
Interior_West,Wyoming Basin,18,Elm_Ash_Cottonwood,338.75,0.01,4.375
Northeast,Blue Ridge,66,Elm_Ash_Cottonwood,193.59,0.04,4.3125
Northeast,Blue Ridge,66,Elm_Ash_Cottonwood,193.59,0.04,4.3125
South,Blue Ridge,66,Elm_Ash_Cottonwood,229.1,0.04,4.3125
South,Blue Ridge,66,Elm_Ash_Cottonwood,229.1,0.04,4.3125
South,Blue Ridge,66,Elm_Ash_Cottonwood,229.1,0.04,4.3125
South,Blue Ridge,66,Elm_Ash_Cottonwood,229.1,0.04,4.3125
South,Blue Ridge,66,Elm_Ash_Cottonwood,229.1,0.04,4.3125
South,Blue Ridge,66,Elm_Ash_Cottonwood,229.1,0.04,4.3125
Pacific_Northwest,Cascades,4,Elm_Ash_Cottonwood,450.7,0.04,3.3125
Pacific_Northwest,Cascades,4,Elm_Ash_Cottonwood,450.7,0.04,3.3125
Pacific_Northwest,Cascades,4,Elm_Ash_Cottonwood,450.7,0.04,3.3125
South,Boston Mountains,38,Elm_Ash_Cottonwood,229.1,0.04,2
South,Boston Mountains,38,Elm_Ash_Cottonwood,229.1,0.04,2
Pacific_Northwest,Eastern Cascades Slopes and Foothills,9,Elm_Ash_Cottonwood,450.7,0.04,1.8125
Pacific_Northwest,Eastern Cascades Slopes and Foothills,9,Elm_Ash_Cottonwood,450.7,0.04,1.8125
Pacific_Northwest,Eastern Cascades Slopes and Foothills,9,Elm_Ash_Cottonwood,450.7,0.04,1.8125
Interior_West,Arizona/New Mexico Plateau,22,Elm_Ash_Cottonwood,338.75,0.01,1.4375
Interior_West,Arizona/New Mexico Plateau,22,Elm_Ash_Cottonwood,338.75,0.01,1.4375
Interior_West,Arizona/New Mexico Plateau,22,Elm_Ash_Cottonwood,338.75,0.01,1.4375
Interior_West,Arizona/New Mexico Plateau,22,Elm_Ash_Cottonwood,338.75,0.01,1.4375
Interior_West,Colorado Plateaus,20,Elm_Ash_Cottonwood,338.75,0.01,1.1875
Interior_West,Colorado Plateaus,20,Elm_Ash_Cottonwood,338.75,0.01,1.1875
Interior_West,Colorado Plateaus,20,Elm_Ash_Cottonwood,338.75,0.01,1.1875
Interior_West,Colorado Plateaus,20,Elm_Ash_Cottonwood,338.75,0.01,1.1875
Interior_West,Idaho Batholith,16,Elm_Ash_Cottonwood,338.75,0.01,0.75
Interior_West,Idaho Batholith,16,Elm_Ash_Cottonwood,338.75,0.01,0.75
Interior_West,Madrean Archipelago,79,Elm_Ash_Cottonwood,338.75,0.01,0.6875
Interior_West,Madrean Archipelago,79,Elm_Ash_Cottonwood,338.75,0.01,0.6875
Interior_West,Chihuahuan Deserts,24,Elm_Ash_Cottonwood,338.75,0.01,0.5
Interior_West,Chihuahuan Deserts,24,Elm_Ash_Cottonwood,338.75,0.01,0.5
South,Chihuahuan Deserts,24,Elm_Ash_Cottonwood,229.1,0.04,0.5
Interior_West,Northern Basin and Range,80,Elm_Ash_Cottonwood,338.75,0.01,0.4375
Interior_West,Northern Basin and Range,80,Elm_Ash_Cottonwood,338.75,0.01,0.4375
Interior_West,Northern Basin and Range,80,Elm_Ash_Cottonwood,338.75,0.01,0.4375
Pacific_Northwest,Northern Basin and Range,80,Elm_Ash_Cottonwood,450.7,0.04,0.4375
Pacific_Northwest,Northern Basin and Range,80,Elm_Ash_Cottonwood,450.7,0.04,0.4375
Interior_West,Blue Mountains,11,Elm_Ash_Cottonwood,338.75,0.01,0.375
Pacific_Northwest,Blue Mountains,11,Elm_Ash_Cottonwood,450.7,0.04,0.375
Pacific_Northwest,Blue Mountains,11,Elm_Ash_Cottonwood,450.7,0.04,0.375
Interior_West,Central Basin and Range,13,Elm_Ash_Cottonwood,338.75,0.01,0.25
Interior_West,Central Basin and Range,13,Elm_Ash_Cottonwood,338.75,0.01,0.25
Interior_West,Central Basin and Range,13,Elm_Ash_Cottonwood,338.75,0.01,0.25
Pacific_Northwest,Central Basin and Range,13,Elm_Ash_Cottonwood,450.7,0.04,0.25
Interior_West,Sierra Nevada,5,Elm_Ash_Cottonwood,338.75,0.01,0.1875
Interior_West,Wasatch and Uinta Mountains,19,Elm_Ash_Cottonwood,338.75,0.01,0.1875
Interior_West,Wasatch and Uinta Mountains,19,Elm_Ash_Cottonwood,338.75,0.01,0.1875
Interior_West,Wasatch and Uinta Mountains,19,Elm_Ash_Cottonwood,338.75,0.01,0.1875
Pacific_Northwest,Sierra Nevada,5,Elm_Ash_Cottonwood,450.7,0.04,0.1875
Interior_West,Sonoran Basin and Range,81,Elm_Ash_Cottonwood,338.75,0.01,0.0625
Pacific_Northwest,Sonoran Basin and Range,81,Elm_Ash_Cottonwood,450.7,0.04,0.0625
Northeast,NA,NA,Exotic Softwoods,363.02,0.03,NA
Northeast,NA,NA,Exotic_Hardwoods,112.13,0.07,NA
North_Central,Mississippi Alluvial Plain,73,Exotic_Hardwoods,67.94,0.09,224.375
North_Central,Mississippi Alluvial Plain,73,Exotic_Hardwoods,67.94,0.09,224.375
South,Mississippi Alluvial Plain,73,Exotic_Hardwoods,69.87,0.08,224.375
South,Mississippi Alluvial Plain,73,Exotic_Hardwoods,69.87,0.08,224.375
South,Mississippi Alluvial Plain,73,Exotic_Hardwoods,69.87,0.08,224.375
South,Mississippi Alluvial Plain,73,Exotic_Hardwoods,69.87,0.08,224.375
South,Mississippi Alluvial Plain,73,Exotic_Hardwoods,69.87,0.08,224.375
South,Western Gulf Coastal Plain,34,Exotic_Hardwoods,69.87,0.08,135.5
South,Western Gulf Coastal Plain,34,Exotic_Hardwoods,69.87,0.08,135.5
South,South Central Plains,35,Exotic_Hardwoods,69.87,0.08,53.4375
South,South Central Plains,35,Exotic_Hardwoods,69.87,0.08,53.4375
South,South Central Plains,35,Exotic_Hardwoods,69.87,0.08,53.4375
South,South Central Plains,35,Exotic_Hardwoods,69.87,0.08,53.4375
South,East Central Texas Plains,33,Exotic_Hardwoods,69.87,0.08,23.875
South,East Central Texas Plains,33,Exotic_Hardwoods,69.87,0.08,23.875
South,Southern Coastal Plain,75,Exotic_Hardwoods,69.87,0.08,12.5
South,Southern Coastal Plain,75,Exotic_Hardwoods,69.87,0.08,12.5
South,Southern Coastal Plain,75,Exotic_Hardwoods,69.87,0.08,12.5
South,Southern Coastal Plain,75,Exotic_Hardwoods,69.87,0.08,12.5
South,Southern Coastal Plain,75,Exotic_Hardwoods,69.87,0.08,12.5
South,Southern Coastal Plain,75,Exotic_Hardwoods,69.87,0.08,12.5
North_Central,Mississippi Valley Loess Plains,74,Exotic_Hardwoods,67.94,0.09,3.375
South,Mississippi Valley Loess Plains,74,Exotic_Hardwoods,69.87,0.08,3.375
South,Mississippi Valley Loess Plains,74,Exotic_Hardwoods,69.87,0.08,3.375
South,Mississippi Valley Loess Plains,74,Exotic_Hardwoods,69.87,0.08,3.375
South,Mississippi Valley Loess Plains,74,Exotic_Hardwoods,69.87,0.08,3.375
South,Mississippi Valley Loess Plains,74,Exotic_Hardwoods,69.87,0.08,3.375
South,Southern Texas Plains,31,Exotic_Hardwoods,69.87,0.08,3.125
South,Southern Florida Coastal Plain,76,Exotic_Hardwoods,69.87,0.08,0.9375
South,Texas Blackland Prairies,32,Exotic_Hardwoods,69.87,0.08,0.3125
North_Central,Central Corn Belt Plains,54,Exotic_Softwoods,248.65,0.04,0.0625
North_Central,Central Corn Belt Plains,54,Exotic_Softwoods,248.65,0.04,0.0625
North_Central,Central Corn Belt Plains,54,Exotic_Softwoods,248.65,0.04,0.0625
North_Central,Driftless Area,52,Exotic_Softwoods,248.65,0.04,1
North_Central,Driftless Area,52,Exotic_Softwoods,248.65,0.04,1
North_Central,Driftless Area,52,Exotic_Softwoods,248.65,0.04,1
North_Central,Driftless Area,52,Exotic_Softwoods,248.65,0.04,1
North_Central,North Central Hardwood Forests,51,Exotic_Softwoods,248.65,0.04,1.5
North_Central,North Central Hardwood Forests,51,Exotic_Softwoods,248.65,0.04,1.5
North_Central,North Central Hardwood Forests,51,Exotic_Softwoods,248.65,0.04,1.5
North_Central,Northern Lakes and Forests,50,Exotic_Softwoods,248.65,0.04,0.8125
North_Central,Northern Lakes and Forests,50,Exotic_Softwoods,248.65,0.04,0.8125
North_Central,Northern Lakes and Forests,50,Exotic_Softwoods,248.65,0.04,0.8125
North_Central,Southeastern Wisconsin Till Plains,53,Exotic_Softwoods,248.65,0.04,0.25
North_Central,Southeastern Wisconsin Till Plains,53,Exotic_Softwoods,248.65,0.04,0.25
Northeast,NA,NA,Fir_Spruce_Mountain_Hemlock,214.31,0.04,NA
Interior_West,Southern Rockies,21,Fir_Spruce_Mountain_Hemlock,241.1,0.03,27774
Interior_West,Southern Rockies,21,Fir_Spruce_Mountain_Hemlock,241.1,0.03,27774
Interior_West,Southern Rockies,21,Fir_Spruce_Mountain_Hemlock,241.1,0.03,27774
