Iteration,Timestep,StratumID,SecondaryStratumID,TertiaryStratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Value,ValueDistributionTypeID,ValueDistributionFrequency,ValueDistributionSD,ValueDistributionMin,ValueDistributionMax,ValueDistributionRelativeFrequency
,,,Glenn,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2011,2011,0.034,,,,,,
,,,Glenn,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2012,2012,0.034,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1993,1993,0.2044,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1994,1994,0.2044,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1995,1995,0.3662,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1996,1996,0.3662,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1997,1997,1.0704,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1998,1998,1.0704,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1999,1999,1.6289,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2000,2000,1.6289,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2001,2001,1.7199,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2002,2002,1.7199,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2003,2003,1.813,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2004,2004,1.813,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2005,2005,5.5584,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2006,2006,5.5584,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2007,2007,3.8607,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2008,2008,3.8607,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2009,2009,4.494,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2010,2010,4.494,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2011,2011,0.447,,,,,,
,,,Glenn,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2012,2012,0.447,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,1993,1993,0.0971,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,1994,1994,0.0971,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,1995,1995,0.1113,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,1996,1996,0.1113,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,1997,1997,0.1133,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,1998,1998,0.1133,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,1999,1999,0.8276,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,2000,2000,0.8276,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,2001,2001,0.8276,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,2002,2002,0.8276,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,2003,2003,0.3743,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,2004,2004,0.3743,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,2005,2005,0.5403,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,2006,2006,0.5403,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,2007,2007,0.1214,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,2008,2008,0.1214,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,2009,2009,0.346,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,2010,2010,0.346,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,2011,2011,0.073,,,,,,
,,,Glenn,,Historical Rate: Urbanization,Historical Year: Land Use Change,2012,2012,0.073,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1993,1993,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1994,1994,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1995,1995,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1996,1996,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1997,1997,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1998,1998,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1999,1999,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2000,2000,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2001,2001,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2002,2002,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2003,2003,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2004,2004,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2005,2005,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2006,2006,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2007,2007,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2008,2008,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2009,2009,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2010,2010,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2011,2011,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2012,2012,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1993,1993,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1994,1994,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1995,1995,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1996,1996,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1997,1997,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1998,1998,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1999,1999,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2000,2000,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2001,2001,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2002,2002,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2003,2003,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2004,2004,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2005,2005,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2006,2006,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2007,2007,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2008,2008,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2009,2009,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2010,2010,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2011,2011,0,,,,,,
,,,Humboldt,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2012,2012,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,1993,1993,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,1994,1994,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,1995,1995,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,1996,1996,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,1997,1997,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,1998,1998,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,1999,1999,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,2000,2000,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,2001,2001,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,2002,2002,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,2003,2003,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,2004,2004,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,2005,2005,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,2006,2006,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,2007,2007,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,2008,2008,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,2009,2009,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,2010,2010,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,2011,2011,0,,,,,,
,,,Humboldt,,Historical Rate: Urbanization,Historical Year: Land Use Change,2012,2012,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1993,1993,16.2987,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1994,1994,16.2987,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1995,1995,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1996,1996,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1997,1997,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1998,1998,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1999,1999,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2000,2000,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2001,2001,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2002,2002,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2003,2003,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2004,2004,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2005,2005,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2006,2006,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2007,2007,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2008,2008,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2009,2009,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2010,2010,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2011,2011,0,,,,,,
,,,Imperial,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2012,2012,0,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1993,1993,1.5904,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1994,1994,1.5904,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1995,1995,0.259,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1996,1996,0.259,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1997,1997,1.1736,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1998,1998,1.1736,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1999,1999,2.0315,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2000,2000,2.0315,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2001,2001,2.9421,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2002,2002,2.9421,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2003,2003,8.5793,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2004,2004,8.5793,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2005,2005,0.9126,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2006,2006,0.9126,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2007,2007,1.3719,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2008,2008,1.3719,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2009,2009,0.3581,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2010,2010,0.3581,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2011,2011,0.544,,,,,,
,,,Imperial,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2012,2012,0.544,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,1993,1993,6.477,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,1994,1994,6.477,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,1995,1995,0.9632,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,1996,1996,0.9632,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,1997,1997,0.9288,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,1998,1998,0.9288,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,1999,1999,0.9733,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,2000,2000,0.9733,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,2001,2001,2.2096,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,2002,2002,2.2096,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,2003,2003,6.2423,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,2004,2004,6.2423,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,2005,2005,2.5192,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,2006,2006,2.5192,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,2007,2007,2.1934,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,2008,2008,2.1934,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,2009,2009,1.7381,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,2010,2010,1.7381,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,2011,2011,0.643,,,,,,
,,,Imperial,,Historical Rate: Urbanization,Historical Year: Land Use Change,2012,2012,0.643,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1993,1993,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1994,1994,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1995,1995,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1996,1996,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1997,1997,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1998,1998,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1999,1999,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2000,2000,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2001,2001,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2002,2002,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2003,2003,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2004,2004,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2005,2005,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2006,2006,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2007,2007,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2008,2008,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2009,2009,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2010,2010,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2011,2011,0,,,,,,
,,,Inyo,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2012,2012,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1993,1993,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1994,1994,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1995,1995,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1996,1996,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1997,1997,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1998,1998,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1999,1999,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2000,2000,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2001,2001,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2002,2002,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2003,2003,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2004,2004,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2005,2005,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2006,2006,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2007,2007,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2008,2008,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2009,2009,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2010,2010,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2011,2011,0,,,,,,
,,,Inyo,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2012,2012,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,1993,1993,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,1994,1994,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,1995,1995,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,1996,1996,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,1997,1997,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,1998,1998,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,1999,1999,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,2000,2000,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,2001,2001,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,2002,2002,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,2003,2003,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,2004,2004,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,2005,2005,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,2006,2006,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,2007,2007,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,2008,2008,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,2009,2009,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,2010,2010,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,2011,2011,0,,,,,,
,,,Inyo,,Historical Rate: Urbanization,Historical Year: Land Use Change,2012,2012,0,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1993,1993,0,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1994,1994,0,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1995,1995,35.6731,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1996,1996,35.6731,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1997,1997,5.2589,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1998,1998,5.2589,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1999,1999,21.9218,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2000,2000,21.9218,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2001,2001,5.6191,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2002,2002,5.6191,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2003,2003,18.0085,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2004,2004,18.0085,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2005,2005,13.4356,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2006,2006,13.4356,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2007,2007,59.157,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2008,2008,59.157,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2009,2009,48.7323,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2010,2010,48.7323,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2011,2011,37.013,,,,,,
,,,Kern,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2012,2012,37.013,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1993,1993,0.174,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1994,1994,0.174,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1995,1995,11.4546,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1996,1996,11.4546,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1997,1997,14.2369,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1998,1998,14.2369,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1999,1999,14.6051,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2000,2000,14.6051,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2001,2001,13.7836,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2002,2002,13.7836,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2003,2003,4.3807,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2004,2004,4.3807,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2005,2005,13.6116,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2006,2006,13.6116,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2007,2007,23.5588,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2008,2008,23.5588,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2009,2009,7.2459,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2010,2010,7.2459,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2011,2011,14.905,,,,,,
,,,Kern,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2012,2012,14.905,,,,,,
,,,Kern,,Historical Rate: Urbanization,Historical Year: Land Use Change,1993,1993,1.4204,,,,,,
,,,Kern,,Historical Rate: Urbanization,Historical Year: Land Use Change,1994,1994,1.4204,,,,,,
,,,Kern,,Historical Rate: Urbanization,Historical Year: Land Use Change,1995,1995,3.8587,,,,,,
,,,Kern,,Historical Rate: Urbanization,Historical Year: Land Use Change,1996,1996,3.8587,,,,,,
,,,Kern,,Historical Rate: Urbanization,Historical Year: Land Use Change,1997,1997,8.1463,,,,,,
